joint_0_right_waist,joint_1_right_shoulder,joint_2_right_elbow,joint_3_right_forearm_roll,joint_4_right_wrist_angle,joint_5_right_wrist_rotate,joint_6_left_waist,joint_7_left_shoulder,joint_8_left_elbow,joint_9_left_forearm_roll,joint_10_left_wrist_angle,joint_11_left_wrist_rotate,timestamp
80.21256517893957,40.868443343213606,66.4553610147809,-45.41249003985129,-17.69276318796103,0.4797160825745256,-77.48934586640863,-43.493090268767986,-70.16928624851631,79.2206603381416,15.626439488959182,33.83555988294414,1763545638.1714082
80.21273762523305,40.86816662660617,66.45495874165437,-45.41276754784372,-17.692385199499935,0.47966668083651837,-77.48056893816104,-43.47566174110177,-70.18467295805928,79.21356932738958,15.62805466414362,33.8265264574656,1763545638.241985
80.21270379651588,40.867783587083366,66.4554969142147,-45.41262540471564,-17.692172006707647,0.4795173611883413,-77.46893419938381,-43.456212020185866,-70.22081962712248,79.14552885366811,15.643062012584936,33.91197098420629,1763545638.3108568
80.21267913875215,40.86797537637289,66.45584146409607,-45.41271699834108,-17.69210091452572,0.4797003711040382,-77.45943495764269,-43.430060576632805,-70.29891591753531,79.00834538430468,15.667666559876155,34.0785940139004,1763545638.417103
80.21255264230312,40.867739088770186,66.45495296223643,-45.41247314456158,-17.692265144217526,0.47993689052443606,-77.44979222750675,-43.420341084762214,-70.32044226652006,78.93687734941265,15.67626456450132,34.17045901115134,1763545638.506298
80.21243846106192,40.86781716411276,66.45602546537955,-45.41258045836403,-17.692442626616725,0.4800501560056499,-77.46523826605433,-43.381824442382374,-70.56134720017974,78.25066539848227,15.742534327740685,34.88771841444926,1763545638.6965811
80.21257831969078,40.86782832554686,66.45577609834515,-45.41270546813525,-17.692401664751806,0.47947073955333097,-77.46774233783293,-43.36472711741005,-70.65418905616184,77.96063925117821,15.75419023424797,35.210239667862254,1763545638.833105
80.21259396877346,40.86784289694437,66.45595409138426,-45.41249408458921,-17.69244453350416,0.47997633542568774,-77.48113429277005,-43.34457328469224,-70.81514011326668,77.51652697991753,15.798483665834151,35.682940233983445,1763545638.9964304
80.21230189301569,40.86719405611553,66.45593675751043,-45.41251747360512,-17.69227695837332,0.47973938698232504,-77.54925396888575,-43.307934833012,-71.23133025334594,76.26269735478918,15.899005827237309,36.96278395720645,1763545639.233711
80.21251223605285,40.867547684597135,66.45652698681569,-45.412710804428855,-17.692352515983515,0.48005594396985124,-77.6207393668051,-43.28449173792324,-71.54118976855483,75.40019163596811,15.985446625635635,37.81826536455205,1763545639.4376352
80.21213511749563,40.86829791705833,66.45642143322524,-45.410691493704256,-17.69131886158109,0.47700558041023927,-77.47863973956684,-43.252702916078505,-71.32466221436913,75.91993258063121,15.925247788064203,37.232312881466314,1763545639.7330022
80.2123143043424,40.868374774129514,66.45666129664251,-45.41047716831699,-17.69166757387188,0.4770666035855591,-77.44235422600255,-43.232426496621585,-71.32026748807357,76.06981864092162,15.906487054252418,37.088536300099285,1763545639.8592236
80.21217306466235,40.86842234002099,66.45676751956645,-45.410535671676776,-17.691752740111568,0.4770339816023142,-77.41959898900701,-43.20071255745059,-71.32493284265216,76.18209703750227,15.891999065268301,37.0131411358332,1763545639.9478898
80.21207620514322,40.86818223832294,66.45651514461744,-45.410358928263214,-17.691721583493862,0.47697589214927,-77.38994165759719,-43.127804073397385,-71.47420437150544,76.0733842737327,15.929325628339388,37.169591614378504,1763545640.0528245
80.21203631009702,40.868061000663495,66.45702431288582,-45.41046346340485,-17.691613817860578,0.4767389612257694,-77.3883848011326,-43.065281816623916,-71.58538923138308,75.85853569888239,15.958605216344168,37.38608536142334,1763545640.1994946
80.21199982474047,40.868353161456696,66.45731644804019,-45.41038059926436,-17.69170406291066,0.4769509677951962,-77.40825144845208,-43.027063250676854,-71.77000310925672,75.38926493504748,16.00491843509715,37.8509925192604,1763545640.377642
80.21191918615662,40.867985931686526,66.45729646172336,-45.41025209385334,-17.691485811338314,0.4771049556319976,-77.45160642265245,-43.02311361611081,-71.9535448622886,74.79280640916092,16.04533421770255,38.432327017718315,1763545640.54887
80.212027112994,40.86799867482233,66.45699680680913,-45.411006419208036,-17.69167408971157,0.4774531340477168,-77.51548697255318,-43.05591172232474,-72.06684525754969,74.18604744403174,16.083488281760463,39.02783728347452,1763545640.7242866
80.21212250031056,40.86799535438115,66.45721711031521,-45.41042559262048,-17.691735017916418,0.47759048506619195,-77.67271093048865,-43.12090026179336,-72.34994955771472,72.90704054499646,16.17136344876923,40.24443229190258,1763545640.9581501
80.21227126359629,40.86781882168667,66.45692311303452,-45.4104104550323,-17.691997595033676,0.4773767002841756,-77.95586348494496,-43.30346294148155,-72.74221667698748,70.9308443586091,16.325399069334217,42.17389239423568,1763545641.2483428
80.2117451215193,40.86807272847789,66.45620502882056,-45.412857243555315,-17.69120029313674,0.4795506160497188,-77.8719665739951,-43.232527257560335,-72.71533196688624,71.08709776285598,16.284537187692777,41.95861285395863,1763545641.5038671
80.21162468753012,40.868106588388954,66.45621668989124,-45.412385804149736,-17.69141912144906,0.47931005274602684,-77.87669626592195,-43.220907493479054,-72.74039587502595,71.05540436004843,16.276879417532342,42.01179266547552,1763545641.584173
80.2116063976487,40.86842024680076,66.4560939254399,-45.4122591355467,-17.691575171929138,0.4793630986153525,-77.87438605847922,-43.18925906385614,-72.79388747300771,70.98950982986504,16.264305833325892,42.10834659323225,1763545641.6625166
80.2115140560106,40.86817157158725,66.45609236328781,-45.41256213557946,-17.691533389301405,0.479482298843027,-77.86220412257505,-43.159826247039305,-72.84060484018794,70.99190602023901,16.278605261847844,42.126154255218836,1763545641.778721
80.21132300041873,40.86807465769246,66.45595092608198,-45.41244463456476,-17.69163653620763,0.4794124762101351,-77.83650218827032,-43.09954907437957,-72.94292182920034,70.94937508335327,16.28307739237115,42.218487369431706,1763545641.8986442
80.21141622082746,40.8684775654867,66.45582562338721,-45.41233498501215,-17.69179030654175,0.4791322985753054,-77.81314924903766,-43.0208026030918,-73.14658319687797,70.71479534033274,16.327139415710576,42.524740696096856,1763545642.0344648
80.2115823826182,40.868199889773635,66.45581887268521,-45.41224969843024,-17.691532189831825,0.47977495574744194,-77.79619348228684,-42.99619335815736,-73.17581589931551,70.68284835748346,16.32837026993168,42.5718125051756,1763545642.1291392
80.21170795046113,40.86805826337467,66.45624952414255,-45.412481568997954,-17.691545291590657,0.4795116373477246,-77.79612147975128,-42.93484399391964,-73.40771951253338,70.25417706596983,16.392414767967907,43.02202651868135,1763545642.2691042
80.21166709713388,40.86816607227346,66.45619251835708,-45.41222197618624,-17.69161406025428,0.4795261301195113,-77.85135975094363,-42.859575823988386,-73.76284718845778,69.38393973590587,16.472802649655993,43.88845419444119,1763545642.4832273
80.21152644597163,40.86804325536937,66.4564119629626,-45.41218048920618,-17.69145776075714,0.4789849458521352,-77.92915869359206,-42.83542814175405,-74.04536031498957,68.50565889948071,16.56005503846543,44.72544291838019,1763545642.6870155
80.21268542440062,40.868234584228375,66.45240543085009,-45.40917952063076,-17.691515093651258,0.47718005152972714,-77.88425135284258,-42.95047465055497,-73.866800968395,68.46610436882327,16.563988317850715,44.737952954964065,1763545642.9081547
80.21290906202191,40.86814545940789,66.45246626365714,-45.409261358684205,-17.691758657551823,0.4774585746058718,-77.86331000032749,-42.97357593759312,-73.7929453379402,68.58528045021917,16.55753713324843,44.59261606584972,1763545643.0276973
80.21274794958362,40.868541376670315,66.45216182763667,-45.40922252035476,-17.691879487126673,0.47728859188276485,-77.86971462771048,-43.01329632590806,-73.78530765375055,68.5492887503243,16.552218268067666,44.617398793757765,1763545643.122644
80.21288171672201,40.86871704790036,66.45238713071315,-45.4092783001772,-17.691924571073297,0.47733158017612787,-77.85954462939131,-43.025033719573,-73.78488956501722,68.51322282250013,16.555915462923906,44.645615529147605,1763545643.1988583
80.21278072005838,40.86843976221789,66.45205478533867,-45.409043134059324,-17.69173620531439,0.47718904819257646,-77.8657664456211,-42.98926573000748,-73.98546720864684,68.12693208901028,16.6103202667751,45.09414518391112,1763545643.3675616
80.21281760257297,40.86845664954888,66.45217793287674,-45.40907134958359,-17.691798816494284,0.4770998391912915,-77.8630502782137,-42.957884834987794,-74.11101209533696,67.88592124588725,16.650224292761703,45.35278627278385,1763545643.5343742
80.21304409769446,40.86849302655135,66.45236743427525,-45.40911046865814,-17.69178135602878,0.4769970458871673,-77.86661427455465,-42.90160586982732,-74.28735119381686,67.55483106070267,16.707829992276736,45.72005110013052,1763545643.6683028
80.21296278133764,40.86865849353,66.45223040614569,-45.408850012192,-17.691729338489896,0.4770651528555139,-77.87290750283279,-42.759207046138755,-74.69534775630561,66.85260940178455,16.82388586021773,46.45182419265862,1763545643.8638391
80.21301470379922,40.86850550389802,66.45242261078414,-45.408816099294036,-17.691885860724316,0.47707231313769455,-77.89603677657763,-42.64791368976501,-75.06074050151639,66.23669838296318,16.93269254762458,47.10532095341145,1763545644.044251
80.21298017257833,40.868576172184746,66.45238874168584,-45.40879336983683,-17.691744333568952,0.4771134217848759,-77.96149001538159,-42.451385844394565,-75.66900702778263,65.06025031647779,17.10571328643383,48.26464697927571,1763545644.268643
80.21297864298487,40.86845621133867,66.44942938465307,-45.409414744198294,-17.691119519735402,0.47724136143254636,-77.86209116569677,-42.49608293933224,-75.42366426539161,65.51620117166169,17.061196086700956,47.74006215280061,1763545644.5591476
80.21294519500422,40.86851563620047,66.44933780726555,-45.40907224328618,-17.69105984366655,0.4770041805839397,-77.85531504804061,-42.49975805693592,-75.39733714114017,65.56437073896952,17.04585950011222,47.70889554141856,1763545644.6827877
