joint_0_right_waist,joint_1_right_shoulder,joint_2_right_elbow,joint_3_right_forearm_roll,joint_4_right_wrist_angle,joint_5_right_wrist_rotate,joint_6_left_waist,joint_7_left_shoulder,joint_8_left_elbow,joint_9_left_forearm_roll,joint_10_left_wrist_angle,joint_11_left_wrist_rotate,timestamp
80.20901964655543,40.86615168642216,66.45736567182608,-45.41297884507239,-17.691978729667525,0.48054913222516027,-79.54521522275886,-44.65243524717571,-71.21729181104715,70.02944628432387,14.28162653539873,42.49055819625439,1763471509.6739194
80.20898998948837,40.86596625534698,66.45723181580644,-45.413367941553375,-17.691691870555527,0.4805033323144143,-79.53795492403393,-44.64471307751459,-71.22668154700308,69.97899847084751,14.290859452554706,42.53573739613718,1763471509.748516
80.20903499844144,40.865391206040776,66.45752367101692,-45.41300050346777,-17.691491980893655,0.48047166003588976,-79.54825890759415,-44.661165097487874,-71.27451189963396,69.72334530331864,14.297412394351655,42.806971262446226,1763471509.8637586
80.20898545638428,40.86577870813419,66.45802283117091,-45.41333591780932,-17.69153454603962,0.4802379196502045,-79.58001494130508,-44.68717243601308,-71.3312030910566,69.3350690688702,14.32349133844221,43.19705035507885,1763471510.004111
80.20891203886798,40.86541009800721,66.45669870264041,-45.41310696964006,-17.691905668424024,0.4808060454060223,-79.57545676746332,-44.691841924645,-71.32028100235786,69.32313670488489,14.31636420612176,43.21399046082744,1763471510.0687175
80.208839207359,40.86306769403679,66.4588402126459,-45.41106117091369,-17.692599804136716,0.47960999553632516,-79.50058735814115,-44.676359294023385,-71.18946454830488,69.47266061433717,14.340696289940356,42.99989664289607,1763471517.4151819
80.20864624744358,40.86332594022278,66.45917000140246,-45.41064024314007,-17.693013858716206,0.4798043775517849,-79.47884118999602,-44.68450960852611,-71.22196625927243,69.51337597966032,14.330680582529311,42.960031925606636,1763471517.5057564
80.20865073989945,40.86344468525452,66.45899951776086,-45.410738397579976,-17.693052403280824,0.4797083712713158,-79.46963697043287,-44.68407385818575,-71.2418501929095,69.50260818650362,14.32200237047658,42.98765489158686,1763471517.573854
80.20821656897955,40.86309697592243,66.45865440179567,-45.41059663903424,-17.693051374095752,0.4795857232629726,-79.48199739955244,-44.66042769148689,-71.29343375494922,69.26766845725601,14.349376415290166,43.21143524871019,1763471517.6952987
80.20834095716957,40.86283843467633,66.45879631898161,-45.41069597205877,-17.693027057168116,0.47937679548882617,-79.52188909238855,-44.67732830806313,-71.3542910237322,68.9418338722763,14.368071039652868,43.54272519514089,1763471517.8454773
