joint_0_right_waist,joint_1_right_shoulder,joint_2_right_elbow,joint_3_right_forearm_roll,joint_4_right_wrist_angle,joint_5_right_wrist_rotate,joint_6_left_waist,joint_7_left_shoulder,joint_8_left_elbow,joint_9_left_forearm_roll,joint_10_left_wrist_angle,joint_11_left_wrist_rotate,timestamp
80.2124702462848,40.86835105883555,66.45643571070838,-45.41273059695893,-17.692713179864867,0.4767533881912448,-77.49041051916551,-43.49676219211306,-70.17393543309367,79.18167144522585,15.620197852557721,33.84539194059747,1763535688.1839974
80.21267154437265,40.86806116237771,66.45628380538494,-45.413043293380746,-17.69223342493449,0.47663096153140333,-77.476775228135,-43.47607964541387,-70.18344375537991,79.20455403128561,15.61662164856679,33.832793804453814,1763535688.2457664
80.21262427941686,40.867704671214724,66.45686410835296,-45.41276042708805,-17.69206540048329,0.47648887950918845,-77.45574583766573,-43.45607993189691,-70.21753918991351,79.1413723460278,15.618821638108509,33.90910401419181,1763535688.3137736
80.21265024673687,40.867892702707486,66.45722424252556,-45.41295710847859,-17.691985338131964,0.47661730757642934,-77.44365967140776,-43.432301931227,-70.29035588478251,79.00288610599502,15.641721840501404,34.08612884915738,1763535688.4293084
80.21253153717215,40.86762880978449,66.45619385542167,-45.41266739453711,-17.69214827017886,0.47708102243207395,-77.42655115299385,-43.420817420395615,-70.31249871221044,78.939890311061,15.646675970838936,34.176302342722984,1763535688.5285904
80.21241210208218,40.86767658003875,66.45736875403988,-45.41263670951349,-17.692426508717485,0.47699131774688547,-77.45679697873068,-43.4021695683042,-70.57078410806918,78.12528545187968,15.709678326165989,35.021588470609395,1763535688.7277946
80.21254323488498,40.86777822301436,66.45710879582151,-45.41273318925756,-17.692293463365367,0.4763334849556538,-77.47098214253337,-43.38128760894283,-70.67471176155195,77.74592744994115,15.727912148032104,35.41383622285826,1763535688.8738627
80.21259271033459,40.867725997587364,66.45728206298462,-45.412598059843056,-17.692346256478633,0.4769709438565088,-77.49510022403584,-43.37430027266498,-70.84068760808293,77.22293023204372,15.772130507882881,35.96969285511825,1763535689.0387144
80.21235895499292,40.86694951729874,66.45717213471666,-45.41273839650243,-17.692157354975162,0.47663011908242414,-77.62501071577583,-43.385043662794274,-71.3044399430586,75.64192661805255,15.883807443008305,37.55167189241116,1763535689.3002036
80.2126240409758,40.86721997376032,66.45796554592226,-45.412872915712946,-17.69210630807937,0.4769760776034201,-77.74438093680341,-43.3906865194542,-71.6453666861742,74.52675736091031,15.983201237458914,38.6499106257621,1763535689.5202718
80.21217680878507,40.86541739761769,66.45760794897824,-45.41279391780007,-17.691080349596866,0.4767650215933413,-77.64048444132403,-43.352948245405216,-71.46256236086032,74.90130223960523,15.944165850727263,38.19598199300994,1763535696.6449778
